,STA,Date,MeanTemp
78993,32907,1945-05-22,27.77777778
78994,32907,1945-05-23,26.66666667
78995,32907,1945-05-24,26.66666667
78996,32907,1945-05-25,23.88888889
78997,32907,1945-05-26,24.44444444
78998,32907,1945-05-27,23.33333333
78999,32907,1945-05-28,25.55555556
79000,32907,1945-05-29,24.44444444
79001,32907,1945-05-30,25.55555556
79002,32907,1945-05-31,26.66666667
